,fname,label,manually_verified,fpath
72,022092bc.wav,Keys_jangling,0,audio_train/audio_train/022092bc.wav
73,02267a1a.wav,Squeak,0,audio_train/audio_train/02267a1a.wav
74,02274ee8.wav,Burping_or_eructation,0,audio_train/audio_train/02274ee8.wav
75,022a3507.wav,Bus,1,audio_train/audio_train/022a3507.wav
76,022cc908.wav,Knock,1,audio_train/audio_train/022cc908.wav
77,0231b9f3.wav,Double_bass,0,audio_train/audio_train/0231b9f3.wav
78,02328c03.wav,Computer_keyboard,0,audio_train/audio_train/02328c03.wav
79,0236dccb.wav,Cowbell,0,audio_train/audio_train/0236dccb.wav
80,023d3434.wav,Microwave_oven,0,audio_train/audio_train/023d3434.wav
81,0244bb9e.wav,Fireworks,0,audio_train/audio_train/0244bb9e.wav
82,024a193f.wav,Laughter,1,audio_train/audio_train/024a193f.wav
83,024c4c6d.wav,Bass_drum,1,audio_train/audio_train/024c4c6d.wav
84,024da466.wav,Tambourine,1,audio_train/audio_train/024da466.wav
85,0256c2f2.wav,Keys_jangling,1,audio_train/audio_train/0256c2f2.wav
86,0259e5d2.wav,Hi-hat,0,audio_train/audio_train/0259e5d2.wav
87,025f3fd2.wav,Hi-hat,1,audio_train/audio_train/025f3fd2.wav
88,025f7eac.wav,Knock,1,audio_train/audio_train/025f7eac.wav
89,0262817d.wav,Fart,0,audio_train/audio_train/0262817d.wav
90,0266774c.wav,Cowbell,0,audio_train/audio_train/0266774c.wav
91,027482e2.wav,Electric_piano,1,audio_train/audio_train/027482e2.wav
92,027aa77c.wav,Clarinet,1,audio_train/audio_train/027aa77c.wav
93,027aee2a.wav,Fireworks,1,audio_train/audio_train/027aee2a.wav
94,027cd3fd.wav,Meow,1,audio_train/audio_train/027cd3fd.wav
95,0286fc27.wav,Double_bass,1,audio_train/audio_train/0286fc27.wav
96,029632ad.wav,Cello,0,audio_train/audio_train/029632ad.wav
97,029b22f3.wav,Keys_jangling,0,audio_train/audio_train/029b22f3.wav
98,029ee867.wav,Gunshot_or_gunfire,1,audio_train/audio_train/029ee867.wav
99,02a3243a.wav,Telephone,1,audio_train/audio_train/02a3243a.wav
100,02ac1057.wav,Flute,0,audio_train/audio_train/02ac1057.wav
101,02c095b4.wav,Tearing,0,audio_train/audio_train/02c095b4.wav
102,02c9a1f1.wav,Writing,0,audio_train/audio_train/02c9a1f1.wav
103,02d367e4.wav,Clarinet,1,audio_train/audio_train/02d367e4.wav
104,02d6b747.wav,Cough,1,audio_train/audio_train/02d6b747.wav
105,02d7fba3.wav,Double_bass,0,audio_train/audio_train/02d7fba3.wav
106,02dbfc78.wav,Cello,0,audio_train/audio_train/02dbfc78.wav
107,02e9392e.wav,Tambourine,1,audio_train/audio_train/02e9392e.wav
108,02eed858.wav,Harmonica,1,audio_train/audio_train/02eed858.wav
109,02f8e94d.wav,Clarinet,0,audio_train/audio_train/02f8e94d.wav
110,0313ea1a.wav,Flute,0,audio_train/audio_train/0313ea1a.wav
111,032f7280.wav,Drawer_open_or_close,0,audio_train/audio_train/032f7280.wav
112,03320f05.wav,Applause,0,audio_train/audio_train/03320f05.wav
113,0338f669.wav,Cello,0,audio_train/audio_train/0338f669.wav
114,034beca1.wav,Fireworks,0,audio_train/audio_train/034beca1.wav
115,034e4ffa.wav,Trumpet,0,audio_train/audio_train/034e4ffa.wav
116,0350156b.wav,Keys_jangling,0,audio_train/audio_train/0350156b.wav
117,0356dec7.wav,Acoustic_guitar,1,audio_train/audio_train/0356dec7.wav
118,0356f2ab.wav,Tambourine,0,audio_train/audio_train/0356f2ab.wav
119,03586ad9.wav,Cowbell,0,audio_train/audio_train/03586ad9.wav
120,03657d6d.wav,Shatter,0,audio_train/audio_train/03657d6d.wav
121,03734652.wav,Squeak,0,audio_train/audio_train/03734652.wav
122,0383c69d.wav,Chime,0,audio_train/audio_train/0383c69d.wav
123,0395ba61.wav,Oboe,0,audio_train/audio_train/0395ba61.wav
124,03a01285.wav,Knock,1,audio_train/audio_train/03a01285.wav
125,03b4aca1.wav,Meow,1,audio_train/audio_train/03b4aca1.wav
126,03bb1c33.wav,Glockenspiel,1,audio_train/audio_train/03bb1c33.wav
127,03bc8fbc.wav,Shatter,0,audio_train/audio_train/03bc8fbc.wav
128,03cd971f.wav,Cowbell,0,audio_train/audio_train/03cd971f.wav
129,03d00f38.wav,Knock,0,audio_train/audio_train/03d00f38.wav
130,03d42e2e.wav,Double_bass,0,audio_train/audio_train/03d42e2e.wav
131,03e13ae7.wav,Trumpet,0,audio_train/audio_train/03e13ae7.wav
132,03e88255.wav,Electric_piano,0,audio_train/audio_train/03e88255.wav
133,03e9765d.wav,Drawer_open_or_close,0,audio_train/audio_train/03e9765d.wav
134,03ed9ba8.wav,Oboe,0,audio_train/audio_train/03ed9ba8.wav
135,03f38c68.wav,Hi-hat,0,audio_train/audio_train/03f38c68.wav
136,03fc1f96.wav,Bass_drum,1,audio_train/audio_train/03fc1f96.wav
137,04076350.wav,Clarinet,0,audio_train/audio_train/04076350.wav
138,04092b14.wav,Gong,0,audio_train/audio_train/04092b14.wav
139,041396a9.wav,Laughter,1,audio_train/audio_train/041396a9.wav
140,04186a03.wav,Violin_or_fiddle,1,audio_train/audio_train/04186a03.wav
141,04281949.wav,Tearing,0,audio_train/audio_train/04281949.wav
142,0429828b.wav,Fireworks,0,audio_train/audio_train/0429828b.wav
143,04330b10.wav,Squeak,0,audio_train/audio_train/04330b10.wav
144,04335030.wav,Trumpet,0,audio_train/audio_train/04335030.wav
145,043a5393.wav,Electric_piano,0,audio_train/audio_train/043a5393.wav
146,0446a487.wav,Snare_drum,1,audio_train/audio_train/0446a487.wav
147,0447d04d.wav,Laughter,0,audio_train/audio_train/0447d04d.wav
148,04490642.wav,Trumpet,0,audio_train/audio_train/04490642.wav
149,044be615.wav,Violin_or_fiddle,1,audio_train/audio_train/044be615.wav
150,0450e72b.wav,Oboe,0,audio_train/audio_train/0450e72b.wav
151,04562f7d.wav,Trumpet,0,audio_train/audio_train/04562f7d.wav
152,0457d8bc.wav,Bark,0,audio_train/audio_train/0457d8bc.wav
153,0459f90f.wav,Squeak,1,audio_train/audio_train/0459f90f.wav
154,04646cce.wav,Gong,0,audio_train/audio_train/04646cce.wav
155,047b3d34.wav,Cough,0,audio_train/audio_train/047b3d34.wav
156,047f5b83.wav,Gong,0,audio_train/audio_train/047f5b83.wav
157,0482a372.wav,Cello,0,audio_train/audio_train/0482a372.wav
158,048fb352.wav,Applause,0,audio_train/audio_train/048fb352.wav
159,0496718e.wav,Finger_snapping,1,audio_train/audio_train/0496718e.wav
160,04a19a27.wav,Writing,1,audio_train/audio_train/04a19a27.wav
161,04a7003c.wav,Knock,1,audio_train/audio_train/04a7003c.wav
162,04ab05a7.wav,Bark,0,audio_train/audio_train/04ab05a7.wav
163,04ad9aa5.wav,Knock,1,audio_train/audio_train/04ad9aa5.wav
164,04b4009f.wav,Snare_drum,0,audio_train/audio_train/04b4009f.wav
165,04b9a79a.wav,Clarinet,0,audio_train/audio_train/04b9a79a.wav
166,04cce777.wav,Burping_or_eructation,0,audio_train/audio_train/04cce777.wav
167,04d0cae4.wav,Knock,0,audio_train/audio_train/04d0cae4.wav
168,04d33fe7.wav,Shatter,0,audio_train/audio_train/04d33fe7.wav
169,04e82f46.wav,Bass_drum,0,audio_train/audio_train/04e82f46.wav
170,04e8596a.wav,Violin_or_fiddle,0,audio_train/audio_train/04e8596a.wav
171,0508f1e3.wav,Double_bass,0,audio_train/audio_train/0508f1e3.wav
172,051138fc.wav,Finger_snapping,1,audio_train/audio_train/051138fc.wav
173,0513cbfc.wav,Bass_drum,0,audio_train/audio_train/0513cbfc.wav
174,05149415.wav,Knock,1,audio_train/audio_train/05149415.wav
175,05173c4d.wav,Bark,0,audio_train/audio_train/05173c4d.wav
176,051f9935.wav,Fart,0,audio_train/audio_train/051f9935.wav
177,0526ac41.wav,Double_bass,0,audio_train/audio_train/0526ac41.wav
178,052789c8.wav,Fireworks,1,audio_train/audio_train/052789c8.wav
179,05309a38.wav,Snare_drum,0,audio_train/audio_train/05309a38.wav
180,05388f6c.wav,Applause,0,audio_train/audio_train/05388f6c.wav
181,05561612.wav,Cello,1,audio_train/audio_train/05561612.wav
182,0556be76.wav,Violin_or_fiddle,1,audio_train/audio_train/0556be76.wav
183,0563ab6e.wav,Shatter,0,audio_train/audio_train/0563ab6e.wav
184,058b98f0.wav,Telephone,1,audio_train/audio_train/058b98f0.wav
185,05a0ca60.wav,Gong,0,audio_train/audio_train/05a0ca60.wav
186,05a3154f.wav,Oboe,1,audio_train/audio_train/05a3154f.wav
187,05a458a7.wav,Fireworks,0,audio_train/audio_train/05a458a7.wav
188,05b76c07.wav,Saxophone,0,audio_train/audio_train/05b76c07.wav
189,05bc162b.wav,Gunshot_or_gunfire,1,audio_train/audio_train/05bc162b.wav
190,05c5ab94.wav,Squeak,0,audio_train/audio_train/05c5ab94.wav
191,05cc4425.wav,Shatter,0,audio_train/audio_train/05cc4425.wav
192,05d0dfa7.wav,Oboe,0,audio_train/audio_train/05d0dfa7.wav
193,05d54a68.wav,Trumpet,1,audio_train/audio_train/05d54a68.wav
194,05d81cdf.wav,Acoustic_guitar,0,audio_train/audio_train/05d81cdf.wav
195,05e4028a.wav,Saxophone,1,audio_train/audio_train/05e4028a.wav
196,05ecefbe.wav,Violin_or_fiddle,0,audio_train/audio_train/05ecefbe.wav
197,05ef46ec.wav,Double_bass,1,audio_train/audio_train/05ef46ec.wav
198,05f2c2a6.wav,Clarinet,1,audio_train/audio_train/05f2c2a6.wav
199,06006fca.wav,Knock,0,audio_train/audio_train/06006fca.wav
200,0609bd9e.wav,Writing,0,audio_train/audio_train/0609bd9e.wav
201,060b8c30.wav,Computer_keyboard,0,audio_train/audio_train/060b8c30.wav
202,060ba089.wav,Finger_snapping,1,audio_train/audio_train/060ba089.wav
203,060ca755.wav,Fart,0,audio_train/audio_train/060ca755.wav
204,060e13d6.wav,Trumpet,1,audio_train/audio_train/060e13d6.wav
205,060fab76.wav,Electric_piano,1,audio_train/audio_train/060fab76.wav
206,061cf689.wav,Trumpet,0,audio_train/audio_train/061cf689.wav
207,0627acfa.wav,Cello,0,audio_train/audio_train/0627acfa.wav
208,0632d921.wav,Laughter,0,audio_train/audio_train/0632d921.wav
209,0640c787.wav,Applause,0,audio_train/audio_train/0640c787.wav
210,06487815.wav,Drawer_open_or_close,1,audio_train/audio_train/06487815.wav
211,064cfad3.wav,Clarinet,0,audio_train/audio_train/064cfad3.wav
212,065e7bb4.wav,Computer_keyboard,0,audio_train/audio_train/065e7bb4.wav
213,066d40f4.wav,Snare_drum,0,audio_train/audio_train/066d40f4.wav
214,06712325.wav,Laughter,0,audio_train/audio_train/06712325.wav
215,06730f97.wav,Trumpet,1,audio_train/audio_train/06730f97.wav
216,06789937.wav,Saxophone,1,audio_train/audio_train/06789937.wav
217,06896eb5.wav,Trumpet,0,audio_train/audio_train/06896eb5.wav
218,06959969.wav,Tambourine,1,audio_train/audio_train/06959969.wav
219,06a09fcd.wav,Harmonica,0,audio_train/audio_train/06a09fcd.wav
220,06a1dfc0.wav,Snare_drum,0,audio_train/audio_train/06a1dfc0.wav
221,06a76756.wav,Snare_drum,0,audio_train/audio_train/06a76756.wav
222,06b278f7.wav,Harmonica,1,audio_train/audio_train/06b278f7.wav
223,06b89bf9.wav,Violin_or_fiddle,1,audio_train/audio_train/06b89bf9.wav
224,06b9dc31.wav,Finger_snapping,1,audio_train/audio_train/06b9dc31.wav
225,06c1c5c3.wav,Harmonica,0,audio_train/audio_train/06c1c5c3.wav
226,06c48eab.wav,Hi-hat,1,audio_train/audio_train/06c48eab.wav
227,06d0d6e4.wav,Scissors,1,audio_train/audio_train/06d0d6e4.wav
228,06d164df.wav,Clarinet,0,audio_train/audio_train/06d164df.wav
229,06d2b52b.wav,Cowbell,1,audio_train/audio_train/06d2b52b.wav
230,06dbf664.wav,Fireworks,0,audio_train/audio_train/06dbf664.wav
231,06dd3b18.wav,Bark,0,audio_train/audio_train/06dd3b18.wav
232,06e15d8e.wav,Bass_drum,0,audio_train/audio_train/06e15d8e.wav
233,06e87b61.wav,Bark,0,audio_train/audio_train/06e87b61.wav
234,06ed75a7.wav,Gong,1,audio_train/audio_train/06ed75a7.wav
235,06f60188.wav,Saxophone,1,audio_train/audio_train/06f60188.wav
236,06fbb272.wav,Drawer_open_or_close,0,audio_train/audio_train/06fbb272.wav
237,06fd1973.wav,Hi-hat,0,audio_train/audio_train/06fd1973.wav
238,06feb8ea.wav,Finger_snapping,0,audio_train/audio_train/06feb8ea.wav
239,070183b1.wav,Fireworks,0,audio_train/audio_train/070183b1.wav
240,07036b1d.wav,Snare_drum,0,audio_train/audio_train/07036b1d.wav
241,0704ffb8.wav,Bark,0,audio_train/audio_train/0704ffb8.wav
242,070bcdd9.wav,Violin_or_fiddle,0,audio_train/audio_train/070bcdd9.wav
243,070f52cb.wav,Cello,0,audio_train/audio_train/070f52cb.wav
244,0713db9c.wav,Microwave_oven,0,audio_train/audio_train/0713db9c.wav
245,0716126b.wav,Harmonica,1,audio_train/audio_train/0716126b.wav
246,071803a0.wav,Cello,1,audio_train/audio_train/071803a0.wav
247,071e836c.wav,Microwave_oven,0,audio_train/audio_train/071e836c.wav
248,071efb95.wav,Bass_drum,1,audio_train/audio_train/071efb95.wav
249,0720ef3b.wav,Saxophone,1,audio_train/audio_train/0720ef3b.wav
250,07211dfa.wav,Trumpet,1,audio_train/audio_train/07211dfa.wav
251,072f3031.wav,Double_bass,0,audio_train/audio_train/072f3031.wav
252,0730a3d8.wav,Acoustic_guitar,0,audio_train/audio_train/0730a3d8.wav
253,0733ce78.wav,Laughter,0,audio_train/audio_train/0733ce78.wav
254,0738f99f.wav,Oboe,1,audio_train/audio_train/0738f99f.wav
255,0742098b.wav,Squeak,0,audio_train/audio_train/0742098b.wav
256,074cc08b.wav,Fart,0,audio_train/audio_train/074cc08b.wav
257,074e07a5.wav,Squeak,0,audio_train/audio_train/074e07a5.wav
258,074e2f09.wav,Hi-hat,1,audio_train/audio_train/074e2f09.wav
259,07563fea.wav,Drawer_open_or_close,0,audio_train/audio_train/07563fea.wav
260,07605b4c.wav,Bark,0,audio_train/audio_train/07605b4c.wav
261,0765b7d1.wav,Harmonica,0,audio_train/audio_train/0765b7d1.wav
262,076b6a7a.wav,Squeak,0,audio_train/audio_train/076b6a7a.wav
263,07762f74.wav,Tearing,1,audio_train/audio_train/07762f74.wav
264,07764530.wav,Oboe,0,audio_train/audio_train/07764530.wav
265,0779162e.wav,Finger_snapping,1,audio_train/audio_train/0779162e.wav
266,0784c182.wav,Knock,1,audio_train/audio_train/0784c182.wav
267,078c67e5.wav,Tearing,0,audio_train/audio_train/078c67e5.wav
268,078f7ac0.wav,Hi-hat,1,audio_train/audio_train/078f7ac0.wav
269,079968f4.wav,Clarinet,1,audio_train/audio_train/079968f4.wav
270,079bb1c3.wav,Oboe,0,audio_train/audio_train/079bb1c3.wav
271,07a16abd.wav,Tearing,0,audio_train/audio_train/07a16abd.wav
272,07a177eb.wav,Squeak,0,audio_train/audio_train/07a177eb.wav
273,07a99531.wav,Oboe,0,audio_train/audio_train/07a99531.wav
274,07af4f4d.wav,Gong,0,audio_train/audio_train/07af4f4d.wav
275,07b44e8e.wav,Tambourine,0,audio_train/audio_train/07b44e8e.wav
276,07b910ee.wav,Cowbell,0,audio_train/audio_train/07b910ee.wav
277,07c8c909.wav,Flute,0,audio_train/audio_train/07c8c909.wav
278,07ce4408.wav,Gunshot_or_gunfire,1,audio_train/audio_train/07ce4408.wav
279,07db7f16.wav,Flute,1,audio_train/audio_train/07db7f16.wav
280,07ec6849.wav,Cough,0,audio_train/audio_train/07ec6849.wav
281,07ed1d56.wav,Burping_or_eructation,0,audio_train/audio_train/07ed1d56.wav
282,07f16007.wav,Cello,1,audio_train/audio_train/07f16007.wav
283,07f6b1dc.wav,Cello,0,audio_train/audio_train/07f6b1dc.wav
284,07f88679.wav,Hi-hat,0,audio_train/audio_train/07f88679.wav
285,08064f4a.wav,Writing,0,audio_train/audio_train/08064f4a.wav
286,080bffb7.wav,Writing,1,audio_train/audio_train/080bffb7.wav
287,081a3386.wav,Fart,1,audio_train/audio_train/081a3386.wav
288,081c263d.wav,Keys_jangling,1,audio_train/audio_train/081c263d.wav
289,082321d2.wav,Cello,0,audio_train/audio_train/082321d2.wav
290,0832c151.wav,Trumpet,0,audio_train/audio_train/0832c151.wav
291,085652af.wav,Oboe,1,audio_train/audio_train/085652af.wav
292,085be86f.wav,Tambourine,0,audio_train/audio_train/085be86f.wav
293,086dfaff.wav,Bark,0,audio_train/audio_train/086dfaff.wav
294,086e6a35.wav,Fart,1,audio_train/audio_train/086e6a35.wav
295,0879e568.wav,Saxophone,0,audio_train/audio_train/0879e568.wav
296,087f12b6.wav,Cowbell,1,audio_train/audio_train/087f12b6.wav
297,0886c767.wav,Chime,1,audio_train/audio_train/0886c767.wav
298,0886d4f8.wav,Shatter,0,audio_train/audio_train/0886d4f8.wav
299,08893744.wav,Bass_drum,0,audio_train/audio_train/08893744.wav
300,08894340.wav,Double_bass,1,audio_train/audio_train/08894340.wav
301,088b75db.wav,Bass_drum,0,audio_train/audio_train/088b75db.wav
302,088d3f95.wav,Harmonica,1,audio_train/audio_train/088d3f95.wav
303,08a68ba1.wav,Acoustic_guitar,1,audio_train/audio_train/08a68ba1.wav
304,08a94aca.wav,Fart,0,audio_train/audio_train/08a94aca.wav
305,08b54ed0.wav,Burping_or_eructation,1,audio_train/audio_train/08b54ed0.wav
306,08b88eb7.wav,Violin_or_fiddle,1,audio_train/audio_train/08b88eb7.wav
307,08c931f6.wav,Knock,0,audio_train/audio_train/08c931f6.wav
308,08cf2d2b.wav,Bark,0,audio_train/audio_train/08cf2d2b.wav
309,08d931c3.wav,Computer_keyboard,1,audio_train/audio_train/08d931c3.wav
310,08dba5f4.wav,Gong,0,audio_train/audio_train/08dba5f4.wav
311,08e79547.wav,Bass_drum,0,audio_train/audio_train/08e79547.wav
312,08fa5140.wav,Clarinet,0,audio_train/audio_train/08fa5140.wav
313,08fb553f.wav,Writing,0,audio_train/audio_train/08fb553f.wav
314,0906c4a9.wav,Double_bass,0,audio_train/audio_train/0906c4a9.wav
315,090e1d30.wav,Cowbell,1,audio_train/audio_train/090e1d30.wav
316,090ea106.wav,Tambourine,0,audio_train/audio_train/090ea106.wav
317,09158810.wav,Tambourine,1,audio_train/audio_train/09158810.wav
318,0920512f.wav,Tearing,1,audio_train/audio_train/0920512f.wav
319,09282dc5.wav,Cough,0,audio_train/audio_train/09282dc5.wav
320,0933c357.wav,Gunshot_or_gunfire,1,audio_train/audio_train/0933c357.wav
321,0939d783.wav,Bark,0,audio_train/audio_train/0939d783.wav
322,093bf325.wav,Writing,0,audio_train/audio_train/093bf325.wav
323,095138e2.wav,Oboe,1,audio_train/audio_train/095138e2.wav
324,095836cb.wav,Flute,0,audio_train/audio_train/095836cb.wav
325,0958751e.wav,Hi-hat,1,audio_train/audio_train/0958751e.wav
326,0969b5c5.wav,Acoustic_guitar,0,audio_train/audio_train/0969b5c5.wav
327,096b4d70.wav,Keys_jangling,0,audio_train/audio_train/096b4d70.wav
328,097b5ab0.wav,Knock,1,audio_train/audio_train/097b5ab0.wav
329,09841f13.wav,Shatter,0,audio_train/audio_train/09841f13.wav
330,098a3205.wav,Bark,0,audio_train/audio_train/098a3205.wav
331,098c2232.wav,Laughter,0,audio_train/audio_train/098c2232.wav
332,0994e80c.wav,Computer_keyboard,1,audio_train/audio_train/0994e80c.wav
333,09986ba4.wav,Laughter,0,audio_train/audio_train/09986ba4.wav
334,099ce615.wav,Squeak,1,audio_train/audio_train/099ce615.wav
335,09a1cfd7.wav,Hi-hat,1,audio_train/audio_train/09a1cfd7.wav
336,09a355a9.wav,Cough,0,audio_train/audio_train/09a355a9.wav
337,09a585bf.wav,Keys_jangling,1,audio_train/audio_train/09a585bf.wav
338,09a63606.wav,Acoustic_guitar,0,audio_train/audio_train/09a63606.wav
339,09a732e6.wav,Double_bass,0,audio_train/audio_train/09a732e6.wav
340,09a7c5ce.wav,Snare_drum,0,audio_train/audio_train/09a7c5ce.wav
341,09a7dc35.wav,Cowbell,1,audio_train/audio_train/09a7dc35.wav
342,09a895f3.wav,Fart,0,audio_train/audio_train/09a895f3.wav
343,09b51c66.wav,Fireworks,0,audio_train/audio_train/09b51c66.wav
344,09b8a126.wav,Violin_or_fiddle,1,audio_train/audio_train/09b8a126.wav
345,09b901f8.wav,Computer_keyboard,1,audio_train/audio_train/09b901f8.wav
346,09bc3033.wav,Drawer_open_or_close,0,audio_train/audio_train/09bc3033.wav
347,09ca1e09.wav,Shatter,0,audio_train/audio_train/09ca1e09.wav
348,09ea5276.wav,Trumpet,1,audio_train/audio_train/09ea5276.wav
349,0a037e96.wav,Fireworks,0,audio_train/audio_train/0a037e96.wav
350,0a0a8d4c.wav,Clarinet,0,audio_train/audio_train/0a0a8d4c.wav
351,0a15b36b.wav,Clarinet,0,audio_train/audio_train/0a15b36b.wav
352,0a277f11.wav,Snare_drum,0,audio_train/audio_train/0a277f11.wav
353,0a2a5c05.wav,Burping_or_eructation,1,audio_train/audio_train/0a2a5c05.wav
354,0a2b4c80.wav,Snare_drum,0,audio_train/audio_train/0a2b4c80.wav
355,0a32271b.wav,Meow,0,audio_train/audio_train/0a32271b.wav
356,0a366772.wav,Writing,1,audio_train/audio_train/0a366772.wav
357,0a484e9f.wav,Writing,1,audio_train/audio_train/0a484e9f.wav
358,0a49afad.wav,Fireworks,1,audio_train/audio_train/0a49afad.wav
359,0a54c770.wav,Bus,1,audio_train/audio_train/0a54c770.wav
360,0a6bba04.wav,Cowbell,1,audio_train/audio_train/0a6bba04.wav
361,0a6dbf2c.wav,Finger_snapping,1,audio_train/audio_train/0a6dbf2c.wav
362,0a82b4d6.wav,Tearing,0,audio_train/audio_train/0a82b4d6.wav
363,0a8ac55d.wav,Tambourine,1,audio_train/audio_train/0a8ac55d.wav
364,0a8d300c.wav,Bus,0,audio_train/audio_train/0a8d300c.wav
365,0a925754.wav,Telephone,1,audio_train/audio_train/0a925754.wav
366,0a98104d.wav,Cello,0,audio_train/audio_train/0a98104d.wav
367,0aa17642.wav,Knock,1,audio_train/audio_train/0aa17642.wav
